ano,cargo_nombre,agrupacion_nombre,votos_cantidad
2013,DIPUTADO PROVINCIAL,FRENTE RENOVADOR, 133915
2013,DIPUTADO PROVINCIAL,FRENTE PARA LA VICTORIA, 109209
2013,DIPUTADO PROVINCIAL,FRENTE PROGRESISTA CIVICO Y SOCIAL, 70602
2013,DIPUTADO PROVINCIAL,UNIDOS POR LA LIBERTAD Y EL TRABAJO, 32881
2013,DIPUTADO PROVINCIAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES, 32484
2013,DIPUTADO PROVINCIAL,FRENTE POPULAR DEMOCRATICO Y SOCIAL, 6710
2013,DIPUTADO PROVINCIAL,FRENTE RENOVADOR, 151472
2013,DIPUTADO PROVINCIAL,FRENTE PARA LA VICTORIA, 123508
2013,DIPUTADO PROVINCIAL,FRENTE PROGRESISTA CIVICO Y SOCIAL, 80569
2013,DIPUTADO PROVINCIAL,UNIDOS POR LA LIBERTAD Y EL TRABAJO, 24457
2013,DIPUTADO PROVINCIAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES, 14026
2013,DIPUTADO PROVINCIAL,UNION CON FE, 12631
2013,DIPUTADO PROVINCIAL,FRENTE POPULAR DEMOCRATICO Y SOCIAL, 6586
2013,DIPUTADO PROVINCIAL,FRENTE PARA LA VICTORIA, 1275450
2013,DIPUTADO PROVINCIAL,FRENTE RENOVADOR, 1210854
2013,DIPUTADO PROVINCIAL,FRENTE PROGRESISTA CIVICO Y SOCIAL, 261733
2013,DIPUTADO PROVINCIAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES, 175323
2013,DIPUTADO PROVINCIAL,UNIDOS POR LA LIBERTAD Y EL TRABAJO, 129513
2013,DIPUTADO PROVINCIAL,FRENTE POPULAR DEMOCRATICO Y SOCIAL, 33895
2013,DIPUTADO PROVINCIAL,FRENTE PARA LA VICTORIA, 129613
2013,DIPUTADO PROVINCIAL,FRENTE RENOVADOR, 115532
2013,DIPUTADO PROVINCIAL,FRENTE PROGRESISTA CIVICO Y SOCIAL, 78832
2013,DIPUTADO PROVINCIAL,UNIDOS POR LA LIBERTAD Y EL TRABAJO, 76543
2013,DIPUTADO PROVINCIAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES, 21497
2013,DIPUTADO PROVINCIAL,UNION CON FE, 6735
